Capacity,Bundle Diameter,Thread Size,Number of Knockouts,Adhesive Material,Color Rendering Index (CRI),Number of Ports,Nominal Discharge Current,Lamp Type,Hub Diameter,Cable Type,Tube Size,Timing Range,Operating Cycles,Number of Lamps,Number of Wires,Roll Length,Manufacturer,Interrupt Rating,Point Size,Box Type,Family,Dimmable,Temperature Range,Cutout,Enclosure,Head Type,Lamp Base,Cord Size,Wall Thickness,Cord Length,Tab Size,Beam Type,Display Type,Packaging Type,Minimum Operating Temperature,Feed Type,Point Type,Thread Type,Designation,Gauge Thickness,Fixture Wattage,Tungsten Rating,Pressure Rating,Color Temperature,Short Circuit Current Rating,TYPE,Tap Quantity,Number of Jaws,Slot Spacing,Drive Type,Nominal Size,Dimensions,Jacket Material,Trip Type,Hub Size,Plug Type,Environmental Conditions,Mounting Orientation,Roll Width,Humidity Range,Tensile Strength,Schedule Rating,End Style,Number of Conductors,Stages Heat,Horsepower,Composition,Adhesion Strength,Overall Length,Total Harmonic Distortion,Cover Type,Barrel Type,Number of Heads,Drive Size,Grade,Series,Duct Diameter,Specific Gravity,Housing Width,Length,Type,Flange Width,Price,Outside Diameter,Minimum Starting Temperature,Voltage Rating,Fixture Type,Knockout Size,Tongue Size,Supplier,Actuator,Power Source,Hole Size,Grille Length,Hex Size,Motion Sensing,Gauge,Tap Size,Stud Size,Bar Length,Conductor Size,UPC,Light Color,Start Type,Container Size,Electrical Ratings,Pipe Size,Specifications,Standard Pack,Lock Mechanism,Wire Type,Light Output,Cable Size,Action,Number of Hubs,Number of Gangs,Size,Module Type,Flange Thickness,Rod Size,Spring Type,Sensor Type,Grit,Housing Height,Bolt Hole Size,Contact Configuration,Wire Size,Fan Motor Wattage,Orientation,Number of Cables,Strands,Number of Outlets,Maximum Operating Temperature,Average Life,Stages Cool,Enclosure Type,Mounting Type,Cable Openings,Material Type,Conductor Material,Receptacle Type,url,On Hand,Method of Manufacture,Resistance,Fitting/Connector Type,Operational Mode,Current/Amps,Category,AC Cable Size,Actuator Type,Insulation Material,Color,Air Flow Rate,Housing Material,Core Diameter,Sones,Specifications Met,Grille Material,Ballast Type,Nipple Type,Slot Size,Ballast Factor,Phase,Number of Poles,NEMA Rating,Trade Size,Power Rating,Insulated/Non-Insulated,Head Size,Contact Form,Lumens,Seal Material,Bolt Circle Diameter,Connection Type,Number of Holes,Angle,Suitable For Use With,Description,Flexibility,Frequency Rating,Coil Voltage,Construction,Main/Run Size,Conductor Type,Title,Legend Color,Diameter,Number of Pieces,Ceiling Opening,Control Range,Flow Rate,Number of Stages,Staple Size,Terminal Type,Operation Mode,Cable Tap,Supplemental Files,Number of Bolt Holes,Recommended Torque,Housing Length,Humidity Sensing,Backing Material,Ballast Load,Terminal Designations,Insulated,Lamp Base Type,Wattage,KSCdirect Part #,Container Type,Cord Diameter,Legend,Thickness,Maximum Steady Load,Depth,Details,Insulation Type,Average Ft,Bend Radius,Length Through Hub,Pressure Class,Connector Type,Cleat Type,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Differential,Incandescent Equivalent,Inside Diameter,Flammability Rating,Radius,End Connection Type,Measurement System,Mounting,Shell Style,Lamp Wattage,Barrel Size,Peak Surge Current,image,Insulation,Grille Width,Finish,MFG Part #,Abrasive Material,Liner Material,Time Setting,Diameter - Thread Size,Amperage Rating,Lamp Finish,Width,Shape,Jacket Color,Height,Form,Load Capacity,Contact Rating,Hub Type,Control,Housing Finish,Run Size,Flash Point,Dielectric Strength,Cable Entry Size,Material,Fan Switching,Temperature Rating,Thermostat Type,Working Pressure,Class,Lighting Technology,Power Factor,Connection,Odor/Scent,Conduit Size
,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CHLLR2SLND/Approved%2BSupplier_Semi%2B-%2BSelf%2B-%2BContained%2BChiller%2BPackage%2B-%2B2%2BSolenoid,,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No found,,,,,,,Semi - Self - Contained Chiller Package - 2 Solenoid,,,,,,,,,,,,,,,,,,,,,,,CHLLR2SLND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$25.90,,,,,,,Approved Supplier,,,,,,,,,,,,BREAKEZZ007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SQU%2BHOM230/Approved%2BSupplier_SQUARE%2BD%2BHOMELINE%2BTwo%2BPole%252C%2B30A%2BBreaker,26,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SQUARE D HOMELINE Two Pole, 30A Breaker",,,,,,,"SQUARE D HOMELINE Two Pole, 30A Breaker",,,,,,,,,,,,,,,,,,,,,,,SQU HOM230,,,,,,,"HOM230 SQUARE D HOMELINE TWO POLE BREAKER
Keywords: BREAKE SQU HOM230  BREAKER EXPRESS BREAKEZZ007          HOM230 SQUARE D HOMELINE TWO POLE BREAKER
Category:
[0] => ELECTRICAL => CIRCUIT BREAKERS => SQUARE D
[1] => SUPPLIER DIRECTORY => BREAKER EXPRESS => ELECTRICAL => CIRCUIT BREAKERS => SQUARE D",,,,,,,,,,,,,,,,,,,,,,,,,,,,SQU HOM230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,CUTLER-HAMMER INC,10 kA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9 in L x 2 in W x 2.4 in H,,Common/Thermal Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,Type BR,,$87.40,,,120/240 VAC,,,,CUTLER-HAMMER INC,,,,,,,,,,,,786676363259,,,,,,,,,,,,,,,,,,,,,,,,,4 to 1/0 AWG,,,,,,,,,NEMA 1/4X/3R,Plug-On,,,,,https://kscdirect.com/item/CH%2BBR2100/CUTLER-HAMMER%2BINC_WESTINGHOUSE%2BBR2100%2BCIRCUIT%2BBREAKER,20,,,,,,Electrical,,,,,,,,,,,,,,,1 ph,2,,,,,,,,,,,,,,WESTINGHOUSE BR2100 CIRCUIT BREAKER,,,,,,,WESTINGHOUSE BR2100 CIRCUIT BREAKER,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5953706,,,,,,,,,,,CH BR2100,,,,,,,"Description
EATON Circuit Breaker, Type BR, 120/240 VAC, 100 A, 10 kA Interrupt, Common/Thermal Magnetic Trip, 2 Pole, 1 ph, 4 to 1/0 AWG Wire, NEMA 1/4X/3R, Plug-On Mount, 60 to 75 deg C, 1.9 in L x 2 in W x 2.4 in H
Features:
Common trip requires two 1 in spaces
All BR circuit breakers have rejection tab feature
Units feature a quick make, quick break switch mechanism combined with inverse time element tripping operation and trip free handle design
For 2-pole circuit breakers carry listing for HACR application
Used with type BR load centers
Applications:
Conventional Energy Generation, Renewable Energy and Alternative Energy Generation, Marine Vessels and Equipment, Circuit Protection and Type BR Load Centers Applications
Standards/Approval:
CSA Certified
Federal Specification W-C-375
NEMA Approved
UL 489
Warranty:
10 years",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CH%20BR2100&mdx=300,,,,BR2100,,,,,100 A,,,,,,,,,,,,,,,,,,60 to 75 deg C,,,,,,,,
,,,,,,,,,,,,,,,,,ARLINGTON INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39 in,,,$2.49,,,,,,,ARLINGTON INDUSTRIES,,,,,,,,,,,,018997540904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling/Threaded,,,,,https://kscdirect.com/item/ARL%2BCP3540/ARLINGTON%2BINDUSTRIES_CEILING%2BBOX%2BCOVER,73,,,,,,Electrical,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,CEILING BOX COVER,,,,,,,CEILING BOX COVER,,5.39 in,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4280921,,,,,,,,,,,ARL CP3540,,,,,,0.812 in,"Description
Arlington Box Cover, 5.39 in Diameter, 5.39 in Length, 5.39 in Width, 0.812 in Depth, Round Shape, Ceiling/Threaded Mounting, Plastic, Painted, White
Features:
Paintable to blend with any wall or ceiling
Comes with white painted screws to blend with cover
Reusable and flexible
Will not rust or discolor
Applications:
For installing fan and fixture applications
Standards/Approval:
UL File No. E170558
CSA File No. LR49636
Warranty:
1 year",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=ARL%20CP3540&mdx=300,,,Painted,CP3540,,,,,,,5.39 in,Round,,,,,,,,,,,,,Plastic,,,,,,,,,,
,,,,,,,,,,,,,,,,,METALLICS WEST INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 in H x 1 in W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conical,,$15.13,,,,,,,METALLICS WEST INC,,,,,,,,,,,,639720205800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/MET%2BWAKJ14H/METALLICS%2BWEST%2BINC_RED%2BANCHOR%2BKIT%2B1%252F4,20,,,,,,Electrical,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,RED ANCHOR KIT 1/4,,,,,,,RED ANCHOR KIT 1/4,,,100,,,,,,,,,,,,,,,,,,,,MET WAKJ14H,,,,,,,"Description
Metallics Wall Anchor Kit, Conical, 100 Piece, Plastic, Red, 8 in H x 1 in W
Applications:
Electrical, Plumbing, Heating, Air Conditioning Industries and Light Duty Applications
Standards/Approval:
RoHS Compliant",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=MET%20WAKJ14H&mdx=300,,,,WAKJ14H,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,,
,,,,,,,,,,,,,,,,,CONTACLIP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$17.68,,,,,,,CONTACLIP INC,,,,,,,,,,,,44211118617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CON%2B15522.2/CONTACLIP%2BINC_Relay%252CSSR%252CMCA-R-120VAC%252C1C0%2B--%2BZPRCU%2B1%252F125V%2BAC%252FDC,240,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Relay,SSR,MCA-R-120VAC,1C0 -- ZPRCU 1/125V AC/DC",,,,,,,"Relay,SSR,MCA-R-120VAC,1C0 -- ZPRCU 1/125V AC/DC",,,,,,,,,,,,,,,,,,,,,,,CON 15522.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15522.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,NSI INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01 in H x 0.717 in W,,,,,,,,,,,,,,,,,,,,,,,,WWC,,,,,,,$0.06,,,600 VAC,,,,NSI INDUSTRIES INC,,,,,,,,,,,,662381141026,,,,,,"1 Conductor, 0.252 in Dia Top",,,Copper,,,,,,,,,,Fixed/Square Wire,,,,,,18 to 10 AWG,,,,,,,,,,,,,,,https://kscdirect.com/item/NSI%2BWWC-Y-B/NSI%2BINDUSTRIES%2BINC_WINGED%2BYELLOW%2BEAST%2BTWIST%252C18-10%2BAWG%2B-%2BBAG%2BOF%2B500,8500,,,,,,Electrical,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,"WINGED YELLOW EAST TWIST,18-10 AWG - BAG OF 500",,,,,,,"WINGED YELLOW EAST TWIST,18-10 AWG - BAG OF 500",,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5292712,,,,,,,,,,,NSI WWC-Y-B,,,,,,,"Description
NSI Easy-Twist™ Twist-On Wire Connector, Series: WWC, Swept Back Winged Shell Style, Fixed/Square Wire Spring, Copper Wire, 18 to 10 AWG Wire, 600 VAC, Specifications: 1 Conductor, 0.252 in Dia Top, 105 deg C, Thermoplastic, Yellow, 1.01 in H x 0.717 in W
Features:
Flame retardant UL 94V-2 thermoplastic shell that provides excellent electrical insulation
Easy-twist winged twist-on wire connectors have deep surface ridges to provide better grip
Fixed, precise square wire spring provides secure gripping of conductors
Deep skirt entry provides protection from flashover and shorts
1000 V maximum in fixtures and signs
Compact design ensures proper installation, especially in tight spaces
Threaded funnel entry guides the wires into the connector easily
Pre-twisting of wires is not necessary
Zinc plated springs for low contact resistance
(2) 18 to (3) 12 AWG wire combinations
Applications:
Splicing Wire Applications
Standards/Approval:
RoHS Compliant
UL 486C
CSA 231168
UL 94V-2 Flammability Rating",,,,,,,,,,,,,,,,,,,,Swept Back Winged,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NSI%20WWC-Y-B&mdx=300,,,,WWC-Y-B,,,,,,,,,,,,,,,,,,,,,Thermoplastic,,105 deg C,,,,,,,,
,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.04,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/BIS%2B3358/Approved%2BSupplier_HEYCO%2BNylon%2BCable%2BClamp%2B1%252F2,4946,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEYCO Nylon Cable Clamp 1/2,,,,,,,HEYCO Nylon Cable Clamp 1/2,,,,,,,,,,,,,,,,,,,,,,,BIS 3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$35.91,,,,,,,Approved Supplier,,,,,,,,,,,,BREAKE00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SQU%2BQO250/Approved%2BSupplier_SQUARE%2BD%2BTwo%2BPole%252C%2B50A%2BBreaker,32,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SQUARE D Two Pole, 50A Breaker",,,,,,,"SQUARE D Two Pole, 50A Breaker",,,,,,,,,,,,,,,,,,,,,,,SQU QO250,,,,,,,"QO250 SQUARE D TWO POLE BREAKER
Keywords: BREAKE SQU QO250  BREAKER EXPRESS BREAKE00065          QO250 SQUARE D TWO POLE BREAKER
Category:
[0] => ELECTRICAL => CIRCUIT BREAKERS => SQUARE D
[1] => SUPPLIER DIRECTORY => BREAKER EXPRESS => ELECTRICAL => CIRCUIT BREAKERS => SQUARE D
Kelly Legacy Part Number: 8410045",,,,,,,,,,,,,,,,,,,,,,,,,,,,SQU QO250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Topaz Lighting Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$172.24,,,,,,,Topaz Lighting Corp.,,,,,,,,,,,,751338039377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/TOP%2BWP%252F80W%252FPCTS%252FBZ%252FPC/Topaz%2BLighting%2BCorp._Topaz%2B72984%2B40%252F60%252F80W%2BPower%2B%2526%2BCCT%2BSelectable%2BWallpack,50,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topaz 72984 40/60/80W Power & CCT Selectable Wallpack,,,,,,,Topaz 72984 40/60/80W Power & CCT Selectable Wallpack,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=3867525,,,,,,,,,,,TOP WP/80W/PCTS/BZ/PC,,,,,,,"Topaz’s 80W Traditional Wall Packs are the ideal solution for commercial and multi-family residential settings. Designed for warehouses and buildings, these fixtures are sleek and a great option to illuminate walkways and common areas to ensure safety. Customize the light output with the power and color temperature select switches. Up to nine possible configurations in one fixture.

FEATURES

Choose from three wattage and three CCT choices
for up to nine possible configurations
Durable aluminum housing with hinged lens frame,
captive screws and 1⁄2"" knockouts on each side
IK06 impact resistant glass lens
Semi-cut off light distribution designed to eliminate
glare providing smooth, uniform light
Integrated dusk-to-dawn photocell

SUGGESTED APPLICATIONS

Commercial and residential
Security lighting
Perimeter lighting
Warehouses
Condos / apartments
Hotels",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=TOP%20WP%2F80W%2FPCTS%2FBZ%2FPC&mdx=300,,,,72984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,KRALOY MULTI FITTINGS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$25.70,,,,,,,KRALOY MULTI FITTINGS CORP,,,,,,,,,,,,622454783072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/WEATHERHEAD%2BPVCE%2B2/KRALOY%2BMULTI%2BFITTINGS%2BCORP_2%2BPVC%2BSERVICE%2BENTRANCE%2BCAP%2B078307%2B%2528Topaz%2B1116%2529,39,,,,,,Electrical,,,,,,,,,,,,,,,,,,2 in,,,,,,,,,,,,2 PVC SERVICE ENTRANCE CAP 078307 (Topaz 1116),,,,,,,2 PVC SERVICE ENTRANCE CAP 078307 (Topaz 1116),,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7874733,,,,,,,,,,,WEATHERHEAD PVCE 2,,,,,,,"Description
MULTI FITTINGS Service Entrance Fitting, 2 in Trade, PVC
Standards/Approval:
ARRA Compliant
Buy American Act Compliant
UL 514A",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=WEATHERHEAD%20PVCE%202&mdx=300,,,,MH20,,,,,,,,,,,,,,,,,,,,,PVC,,,,,,,,,,
,,,,,,,,,,,,,,,,,ENCORE WIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.85,,,,,,,ENCORE WIRE,,,,,,,,,,,,739373021113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/ROMAX%2BCOP%2B8%252F3WG/ENCORE%2BWIRE_COPPER%2BROMAX%2B8%252F3WG%2B%2528125%2527%2BCOIL%2529%2B%2B%2B101311000020,1862,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COPPER ROMAX 8/3WG (125' COIL)   101311000020,,,,,,,COPPER ROMAX 8/3WG (125' COIL)   101311000020,,,,,,,,,,,,,,,,,,,,,,,ROMAX COP 8/3WG,,,,,,,"COPPER ROMAX 8/3WG (125' COIL)
Keywords: ENCORE ROMAX COP 8/3WG  ENCORE WIRE LIMITED UNITTE00115          COPPER ROMAX 8/3WG (125 COIL)
Category:
[0] => ELECTRICAL => WIRE, CABLE AND CORD => WIRE => COPPER WIRE => NMB (ROMEX)
[1] => SUPPLIER DIRECTORY => ENCORE WIRE LIMITED => ELECTRICAL => WIRE, CABLE AND CORD => WIRE => COPPER WIRE => NMB (ROMEX)
Kelly Legacy Part Number: 8070055",,,,,,,,,,,,,,,,,,,,,,,,,,,,101311000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,COLEMAN CABLE,,,,,,,,,,,,,6 ft,,,,,,,,,,,,,,,,,,,,,,11-3/4 in H x 3/4 in W x 3 in D,PVC,,,NEMA 5-15,,,,,,,,3,,,,,,,,,,,,,,,,,Type SJTW Medium Duty Replacement,,$12.91,0.37 in,,,,,,COLEMAN CABLE,,,,,,,,,,,14 AWG,029892097165,,,,"125 VAC, 15 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,NEMA 5-15,https://kscdirect.com/item/CAB%2B9716SW8808/COLEMAN%2BCABLE_SW14%252F3%2B6%2527%2BSJTW%2BPWR%2BSPLY,63,,,,,,Electrical,,,PVC,Black,,,,,,,,,,,,,,,,,,,,,,,,,,SW14/3 6' SJTW PWR SPLY,,,,,,,SW14/3 6' SJTW PWR SPLY,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7308372,,,,,,,,,,,CAB 9716SW8808,,,,,,,"Description
Southwire® Power Supply Cord, Type SJTW Medium Duty Replacement, 125 VAC, 15 A Electrical Rating, 6 ft Cord Length, 3 Conductors, 14 AWG Conductor, Copper Conductor, 0.37 in OD, PVC Insulation, PVC Jacket, NEMA 5-15 Receptacle, NEMA 5-15 Plug, -40 to 60 deg C, Black, 11-3/4 in H x 3/4 in W x 3 in D Dimensions
Standards/Approval:
RoHS Compliant
UL 817
PROP65: This product contains material that, the State of California has determined, may cause cancer or reproductive harm. www.P65PROP65s.ca.gov/product
Warranty:
Limited Lifetime",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CAB%209716SW8808&mdx=300,,,,9716SW8808,,,,,,,,,,,,,,,,,,,,,,,-40 to 60 deg C,,,,,,,,
,,,,,,,,,,,,,,,3,,LEVITON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21 in H x 1.69 in W x 1.4 in D,,,,,,,,,,,,,,1 hp,,,,,,,,,Commercial/Residential/Specification,,,,,,Feed Through Non Tamper Resistant Self Test Slim Standard Duplex,,$18.12,,,125 VAC,,,,LEVITON,,,,,,,,,,,,078477712764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/LEV%2BGFNT2-W/LEVITON_WH%2BST%2BNON%2BTR%2BGFCI%2B20A125V,145,,,,,,Electrical,,,,White,,,,,,,,,,,,2,NEMA 5-20R,,,,,,,,,,,,,WH ST NON TR GFCI 20A125V,,,,,,,WH ST NON TR GFCI 20A125V,,,,,,,,,Back/Side Wire,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5057896,,,,,,,,,,,LEV GFNT2-W,,,,,,,"Description
SmartlockPro® GFCI Receptacle, Feed Through Non Tamper Resistant Self Test Slim Standard Duplex, 125 VAC, 20 A, 1 hp, 2 Pole, 3 Wires, NEMA 5-20R NEMA Rating, Commercial/Residential/Specification Grade, -35 to 66 deg C, Back/Side Wire Terminal, Polycarbonate, White, 4.21 in H x 1.69 in W x 1.4 in D Dimensions
Features:
Provides continuous ground fault protection detects and trips on actual ground fault even when self test is being conducted
On initial power up, tests the GFCI within 3 s
Auto monitoring exceeds the UL requirement
Auto adapts and shifts to more frequent testing if potential problem is detected
Status indicator light provides simple, intuitive feedback on power and protection status as well as indication of line/load reversal
Patented lockout action prevents reset if GFCI is damaged and cannot respond to a ground fault
Electronics are designed to minimize any false triggers
Reduced depth makes it easier to install in any electrical box, even shallow ones
External back wire clamps provide visual indication of proper wire seating
Withstands high torque and resists wire pullout
Standard brass self grounding clip
Trip threshold meets or exceeds UL requirements for tripping time
Improved immunity to high frequency noise reduces nuisance tripping
Advanced electronics design provides superior resistance to electrical surges and over voltages
Compatible with all Decora® devices and wallplates
Applications:
Residential, Educational Facilities, Airports, Restaurants, Lodging and Retail Malls, Commercial Offices and Public Area Applications
Standards/Approval:
CSA C22.2 No. 144.1-06
CSA LR-57811
CSA C22.2 No. 42
Federal Specification WC-596
MIL-SPEC A-A-55459-SB
NOM Certified
UL 498, 943, File No. E48380
Warranty:
2 Years Limited",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%20GFNT2-W&mdx=300,,,,GFNT2-W,,,,,20 A,,,,,,,,,,,,,,,,Polycarbonate,,-35 to 66 deg C,,,,,,,,
,,,,,,1,,,,,,,,,,,LEVITON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83 in H x 0.636 in W x 1.179 in D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-Conductor 8-Position,,$5.23,,,,,,,LEVITON,,,,,,,,,,,,078477826522,,,,,,,,,,,,,,,,Cat 5,,,,,,,,,,,,,,,,,,,Flush,,,,,https://kscdirect.com/item/LEV%2B41108-RW5/LEVITON_WH%2BJACK%2B8P8C%2BKEYSTONE,108,,,,,,Electrical,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,WH JACK 8P8C KEYSTONE,,,,,,,WH JACK 8P8C KEYSTONE,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5072715,,,,,,,,,,,LEV 41108-RW5,,,,,,,"Description
Leviton® QuickPort® UTP Connector, 8-Conductor 8-Position, Cat 5 Module, Flush Mounting, 1 Port, Plastic, White, 0.83 in H x 0.636 in W x 1.179 in D
Features:
T568A/T568B wiring labels for 110 style terminations
Permanently laser engraved
For port identification or pre-printed port designation labels
Applications:
Voice/Data, Video and Commercial Applications
Standards/Approval:
CSA Certified
UL Listed
TIA/EIA-568-B
FCC Part 68
NEC Article 800
UL94 V-0 Flammability Rating
Warranty:
1 year Limited",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%2041108-RW5&mdx=300,,,,41108-RW5,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,,
,,,,,,,,,,,,,,,,,BRAMEC CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$28.11,,,,,,,BRAMEC CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/BRA%2B14951/BRAMEC%2BCORPORATION_AC%2BSensor%253A%2B110%2B-%2B600%2BVolts%2BAC,29,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC Sensor: 110 - 600 Volts AC,,,,,,,AC Sensor: 110 - 600 Volts AC,,,,,,,,,,,,,,,,,,,,,,,BRA 14951,,,,,,,"Bramec BRA 14951 -
14951
Features:
• UL listed
• Senses voltage through insulation
• Tip glows bright red in presence of AC voltage
• Batteries included
• No contact with conductor wire required",,,,,,,,,,,,,,,,,,,,,,,,,,,,14951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
