Capacity,Bundle Diameter,Thread Size,Number of Knockouts,Adhesive Material,Color Rendering Index (CRI),Number of Ports,Nominal Discharge Current,Lamp Type,Hub Diameter,Cable Type,Tube Size,Timing Range,Operating Cycles,Number of Lamps,Number of Wires,Roll Length,Manufacturer,Interrupt Rating,Point Size,Box Type,Family,Dimmable,Temperature Range,Cutout,Enclosure,Head Type,Lamp Base,Cord Size,Wall Thickness,Cord Length,Tab Size,Beam Type,Display Type,Packaging Type,Minimum Operating Temperature,Feed Type,Point Type,Thread Type,Designation,Gauge Thickness,Fixture Wattage,Tungsten Rating,Pressure Rating,Color Temperature,Short Circuit Current Rating,TYPE,Tap Quantity,Number of Jaws,Slot Spacing,Drive Type,Nominal Size,Dimensions,Jacket Material,Trip Type,Hub Size,Plug Type,Environmental Conditions,Mounting Orientation,Roll Width,Humidity Range,Tensile Strength,Schedule Rating,End Style,Number of Conductors,Stages Heat,Horsepower,Composition,Adhesion Strength,Overall Length,Total Harmonic Distortion,Cover Type,Barrel Type,Number of Heads,Drive Size,Grade,Series,Duct Diameter,Specific Gravity,Housing Width,Length,Type,Flange Width,Price,Outside Diameter,Minimum Starting Temperature,Voltage Rating,Fixture Type,Knockout Size,Tongue Size,Supplier,Actuator,Power Source,Hole Size,Grille Length,Hex Size,Motion Sensing,Gauge,Tap Size,Stud Size,Bar Length,Conductor Size,UPC,Light Color,Start Type,Container Size,Electrical Ratings,Pipe Size,Specifications,Standard Pack,Lock Mechanism,Wire Type,Light Output,Cable Size,Action,Number of Hubs,Number of Gangs,Size,Module Type,Flange Thickness,Rod Size,Spring Type,Sensor Type,Grit,Housing Height,Bolt Hole Size,Contact Configuration,Wire Size,Fan Motor Wattage,Orientation,Number of Cables,Strands,Number of Outlets,Maximum Operating Temperature,Average Life,Stages Cool,Enclosure Type,Mounting Type,Cable Openings,Material Type,Conductor Material,Receptacle Type,url,On Hand,Method of Manufacture,Resistance,Fitting/Connector Type,Operational Mode,Current/Amps,Category,AC Cable Size,Actuator Type,Insulation Material,Color,Air Flow Rate,Housing Material,Core Diameter,Sones,Specifications Met,Grille Material,Ballast Type,Nipple Type,Slot Size,Ballast Factor,Phase,Number of Poles,NEMA Rating,Trade Size,Power Rating,Insulated/Non-Insulated,Head Size,Contact Form,Lumens,Seal Material,Bolt Circle Diameter,Connection Type,Number of Holes,Angle,Suitable For Use With,Description,Flexibility,Frequency Rating,Coil Voltage,Construction,Main/Run Size,Conductor Type,Title,Legend Color,Diameter,Number of Pieces,Ceiling Opening,Control Range,Flow Rate,Number of Stages,Staple Size,Terminal Type,Operation Mode,Cable Tap,Supplemental Files,Number of Bolt Holes,Recommended Torque,Housing Length,Humidity Sensing,Backing Material,Ballast Load,Terminal Designations,Insulated,Lamp Base Type,Wattage,KSCdirect Part #,Container Type,Cord Diameter,Legend,Thickness,Maximum Steady Load,Depth,Details,Insulation Type,Average Ft,Bend Radius,Length Through Hub,Pressure Class,Connector Type,Cleat Type,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Differential,Incandescent Equivalent,Inside Diameter,Flammability Rating,Radius,End Connection Type,Measurement System,Mounting,Shell Style,Lamp Wattage,Barrel Size,Peak Surge Current,image,Insulation,Grille Width,Finish,MFG Part #,Abrasive Material,Liner Material,Time Setting,Diameter - Thread Size,Amperage Rating,Lamp Finish,Width,Shape,Jacket Color,Height,Form,Load Capacity,Contact Rating,Hub Type,Control,Housing Finish,Run Size,Flash Point,Dielectric Strength,Cable Entry Size,Material,Fan Switching,Temperature Rating,Thermostat Type,Working Pressure,Class,Lighting Technology,Power Factor,Connection,Odor/Scent,Conduit Size
,,,,,,,,,,,,,,,,,CUTLER-HAMMER INC,10 kA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 in L x 3/4 in W x 3 in H,,Common/Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,Type CHF Standard,,$33.29,,,120/240 VAC,,,,CUTLER-HAMMER INC,,,,,,,,,,,,786685361901,,,,,,,,,,,,,,,,,,,,,,,,,"(1) 14 to 8 AWG, (2) 14 to 10 AWG Copper/Aluminum",,,,,,,,,,Plug-On,,,,,https://kscdirect.com/item/CH%2BCHF230/CUTLER-HAMMER%2BINC_TYPE%2BCHF%2BBREAKER%2B30A%2B%252F%2B2P%2B120%252F240V%2B10%2BKAIC,47,,,,,,Electrical,,Toggle Handle,,,,,,,,,,,,,1 ph,2,,,,,,,,,,Box Lug,,,,TYPE CHF BREAKER 30A / 2P 120/240V 10 KAIC,,,,,,,TYPE CHF BREAKER 30A / 2P 120/240V 10 KAIC,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5884006,,,,,,,,,,,CH CHF230,,,,,,,"Description
EATON Circuit Breaker, Type CHF Standard, 120/240 VAC, 30 A, 10 kA Interrupt, Common/Flag Trip, 2 Pole, 1 ph, Toggle Handle Actuator, Box Lug, (1) 14 to 8 AWG, (2) 14 to 10 AWG Copper/Aluminum Wire, Plug-On Mount, 60 to 75 deg C, 3 in L x 3/4 in W x 3 in H
Features:
One 14 to 8 AWG, (2) 14 to 10 AWG copper aluminum at 60 to 75 deg C wire
Easy to install
Easy to reset
Best in class performance
Circuit breaker is clearly marked identifying amperage, ratings and the brand
Trip flag visibly indicates breaker status
3/4 in per pole
Applications:
Circuit Protection, Residential Type CH Load Centers and Meter Breaker Panels, Light Commercial Distribution Panels, Pool Panels, Residential Transfer Switch Panels and Various OEM Applications
Standards/Approval:
UL 489
CSA C22.2 No 5
Warranty:
Limited Lifetime",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CH%20CHF230&mdx=300,,,,CHF230,,,,,30 A,,,,,,,,,,,,,,,,,,60 to 75 deg C,,,,,,,,
,,,,,,,,,,,,,,,,,COLEMAN CABLE,,,,,,,,,,,,,6 ft,,,,,,,,,,,,,,,,,,,,,,12 in H x 3/4 in W x 3 in D,PVC,,,NEMA 5-15,,,,,,,,3,,,,,,,,,,,,,,,,,Type SJTW Light Duty Replacement,,$7.89,0.33 in,,,,,,COLEMAN CABLE,,,,,,,,,,,16 AWG,029892097066,,,,"125 VAC, 13 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,NEMA 5-15,https://kscdirect.com/item/CORD%2BPOWER%2BSUPPLY%2B6FT/COLEMAN%2BCABLE_POWER%2BSUPPLY%2BCORD%2B-%2B6%2BFT%2B-%2B16%252F3%2BSJTW%2B-%2B9706SW8808,80,,,,,,Electrical,,,PVC,Black,,,,,,,,,,,,,,,,,,,,,,,,,,POWER SUPPLY CORD - 6 FT - 16/3 SJTW - 9706SW8808,,,,,,,POWER SUPPLY CORD - 6 FT - 16/3 SJTW - 9706SW8808,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7308345,,,,,,,,,,,CORD POWER SUPPLY 6FT,,,,,,,"Description
Southwire® Power Supply Cord, Type SJTW Light Duty Replacement, 125 VAC, 13 A Electrical Rating, 6 ft Cord Length, 3 Conductors, 16 AWG Conductor, Copper Conductor, 0.33 in OD, PVC Insulation, PVC Jacket, NEMA 5-15 Receptacle, NEMA 5-15 Plug, -40 to 60 deg C, Black, 12 in H x 3/4 in W x 3 in D Dimensions
Standards/Approval:
RoHS Compliant
UL 817
PROP65: This product contains material that, the State of California has determined, may cause cancer or reproductive harm. www.P65PROP65s.ca.gov/product
Warranty:
Limited Lifetime",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CORD%20POWER%20SUPPLY%206FT&mdx=300,,,,9706SW8808,,,,,,,,,,,,,,,,,,,,,,,-40 to 60 deg C,,,,,,,,
,,,,,,,,,,,,,,,,,ENGINEERED PRODUCTS COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.44,,,,,,,ENGINEERED PRODUCTS COMPANY,,,,,,,,,,,,780321100404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/EPC%2BPKC8W/ENGINEERED%2BPRODUCTS%2BCOMPANY_8%2522%2BStranded%2BPigtails%2B14awg%2Bw%252Ffork%252Cring%252Fscrew.%2BCutting%2BPoint%2BScrew%2B1000%252FBX,4100,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8"" Stranded Pigtails 14awg w/fork,ring/screw. Cutting Point Screw 1000/BX",,,,,,,"8"" Stranded Pigtails 14awg w/fork,ring/screw. Cutting Point Screw 1000/BX",,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=2457959,,,,,,,,,,,EPC PKC8W,,,,,,,"Engineered Products PKC8W
Ground Bonding PigTails
Specifications:
• UL Listed.
• Labor and Time Savings!
• EPCO's Stranded Wire Ground Bonding PigTails can save the Contractor up to 50 cents per installation compared to job site assembly.
• Meets the requirements of the 2011 National Electrical Code: Articles 110.14(A) and (B) and 250.8.
• Machined crimped Flanged Spade Terminal or Ring Terminal provide precise electrical terminations.
Applications
• Ground bonding in a power distribution box, junction box(s), or multi-gang receptacle box(s).",,,,,,,,,,,,,,,,,,,,,,,,,,,,PKC8W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,LEVITON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2 in H x 1.399 in W x 1.453 in D,,,,,-40 to 120 deg C Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,3-Way Grounding,,$2.47,,,120/277 VAC,,,,LEVITON,Rocker,,,,,,,,,,,078477517284,,,,,,,,,,,,On-Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/LEV%2B5603-2W/LEVITON_2WCP_ROCKER%2BSWITCH,197,,,,,,Electrical,,,,White,,,,,,,,,,,,,,,"1/2 hp, 2 hp",,,,,,,,,,,2WCP_ROCKER SWITCH,,,,,,,2WCP_ROCKER SWITCH,,,,,,,,,Quick-Wire® Push-In/Side Wire,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4972317,,,,,,,,,,,LEV 5603-2W,,,,,,,"Description
Leviton® Decora® AC Quiet Switch, 3-Way Grounding, 120/277 VAC, 15 A, 1/2 hp, 2 hp Power, On-Off Action, Rocker Actuator, Surface Mounting, Quick-Wire® Push-In/Side Wire Terminal, Thermoplastic, White, Environmental Conditions: -40 to 120 deg C Operating Temperature, 4.2 in H x 1.399 in W x 1.453 in D Dimensions
Features:
Switch frame shields against dust and fits in wallplate to prevent rocker binding
Terminal screws accept up to #12 AWG copper or copper clad wire
Quickwire push-in terminals accept 14 AWG solid copper wire only
Sturdy construction for long service life
Full rated current capacity with tungsten, fluorescent or resistive loads
Motor capacity is 80% of switch rating
Complements every Decora®
Easy to wire, they work with fluorescent and resistive loads
Applications:
Residential Applications
Standards/Approval:
UL File No. E7458
CSA File No. LR3413
NOM 057
UL94 V-2 Flammability Rating
Warranty:
2 years Limited",,,,,,,,,,,,,,,,,,,Surface,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%205603-2W&mdx=300,,,,5603-2W,,,,,15 A,,,,,,,,,,,,,,,,Thermoplastic,,,,,,,,,,
,,,,,,,,,,,,,,,,,LEVITON,10 kA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 in W x 3.1 in D x 3.9 in H,,Thermal Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$18.30,,,120/240 VAC,,,,LEVITON,,,,,,,,,,,,078477644683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/LEV%2BLB230-T/LEVITON_30A%2B2-POLE%2BTM%2BBRKR,116,,,,,,Electrical,,Rocker Handle,,,,,,,,,,,,,,2,,,,,,,,,,Plug-On,,,,30A 2-POLE TM BRKR,,,,,,,30A 2-POLE TM BRKR,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4968730,,,,,,,,,,,LEV LB230-T,,,,,,,"Description
Leviton® Standard Circuit Breaker, 120/240 VAC, 30 A, 10 kA Interrupt, Thermal Magnetic Trip, 2 Pole, Rocker Handle Actuator, Plug-On Connection, 77 to 104 deg F, 2 in W x 3.1 in D x 3.9 in H Dimensions
Features:
Simple - features an all plug-on design - no wiring to the circuit breaker
Intuitive - color indicators in the handle to easily see operational status at a glance
Approachable - contemporary aesthetic and rocker style handle are more user friendly
Applications:
For outdoor load center applications
Standards/Approval:
CSA-C22.2 File No. 5-02
EMC Compatible
FCC Certified
HACR Certified
UL File No. 489
Warranty:
10 years Limited, 2 years for electronic component",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%20LB230-T&mdx=300,,,,LB230-T,,,,,30 A,,,,,,,,,,,,,,,,,,77 to 104 deg F,,,,,,,,
,,,,,,,,,,,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44 in W x 0.34 in H,,,,,,,,,,,,,,,,,,,,,,,,L Series,,,,,Standard,,$4.32,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,687855167005,,,,,,,,,,,,,,,2-1/2 in NPSL,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/EGS%2BL-700/Appleton-Emerson%2BIndustrial%2BAutomation_NEER%2BL-700%2BSTEEL%2BLOCKNUT%2B-%2B2-1%252F2%2522,121,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Threaded Conduit/Connectors,"NEER L-700 STEEL LOCKNUT - 2-1/2""",,,,,,,"NEER L-700 STEEL LOCKNUT - 2-1/2""",,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7248026,,,,,,,,,,,EGS L-700,,,,,,,"Description
Appleton® NEER™ Conduit Locknut, Standard, Series: L Series, 2-1/2 in NPSL, For Use With: Threaded Conduit/Connectors, Steel, Electro-Zinc Plated, 3.44 in W x 0.34 in H
Applications:
For secure threaded conduit/connectors with tapered/straight thread to a knockout/unthreaded slip hole
Standards/Approval:
NEMA FB-1
UL 514B
UL File No E32539",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=EGS%20L-700&mdx=300,,,Electro-Zinc Plated,L700,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,Topaz Lighting Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$13.17,,,,,,,Topaz Lighting Corp.,,,,,,,,,,,,751338022942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/TOP%2BRTL%252F633WH%252F15W%252FD-61/Topaz%2BLighting%2BCorp._%2528SEE%2BNOTES%2529%2B%2B%2B%2BTopaz%2B79590%2BLED%2BBafffle%2BTrim%2B15%2Bwatt%2B1200%2Blumen%2B30k%2BWhite,83,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(SEE NOTES)    Topaz 79590 LED Bafffle Trim 15 watt 1200 lumen 30k White,,,,,,,(SEE NOTES)    Topaz 79590 LED Bafffle Trim 15 watt 1200 lumen 30k White,,,,,,,,,,,,,,,,,,,,,,,TOP RTL/633WH/15W/D-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,ENCORE WIRE,,,,,,,,,,,,,,,,,Reel,,,,,,,,,,,,,,,,,,,PVC,,,,,,,,,,,3,,,,,,,,,,,,,,,,1000 ft,Type NM-B,,$0.69,0.16 x 0.45 in,,600 VAC,,,,ENCORE WIRE,,,,,,,,,,,12 AWG,739373003089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/ROMAX%2BCOP%2B12%252F2WG%2BREEL/ENCORE%2BWIRE_COPPER%2BROMAX%2B12%252F2WG%2B%25281000%2527%2BREEL%2529%2B%2B%2B101210800050,13046,,,,,,Electrical,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,COPPER ROMAX 12/2WG (1000' REEL)   101210800050,,,,,,Solid Ground Copper,COPPER ROMAX 12/2WG (1000' REEL)   101210800050,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5782039,,,,,,,,,,,ROMAX COP 12/2WG REEL,,,,,,,"Description
Encore Wire Non-Metallic Sheathed Cable, Type NM-B, Reel Packaging, 600 VAC, 20 A, 3 Conductors, Solid Ground Copper Conductor, 12 AWG Conductor, 0.16 x 0.45 in OD, 1000 ft Length, PVC Insulation, PVC Jacket, Yellow Jacket, 90 deg C
Features:
Color code polyvinyl chloride compound meeting the required thickness or type THHN or THWN-2 with a heat stabilized nylon jacket rated for 90 deg C is dry locations
Solid 14 to 10 AWG soft, uncoated copper conductor per ASTM-B3
Soft, uncoated copper grounding conductor per ASTM-B3 or ASTM-B8
A 30 mil, color coded, flame retardant and moisture resistant PVC jacket is applied over the completed assembly
Applications:
For residential wiring of luminaries, devices and appliances
Standards/Approval:
RoHS Compliant
REACH Compliant
UL File No.E-123775
NEMA RV 2-2011
Buy American Act Compliant",,,,,,,,,,,,,,,,,,,,,,,,,,,,101210800050,,,,,20 A,,,,Yellow,,,,,,,,,,,,,,90 deg C,,,,,,,,
,,,,,,,,,,,,,,,,,INTERMATIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horizontal/Vertical,,,,,,,,,,,,,Receptacle,,,,,,,,,6-1/2 in,Heavy Duty Non-Metallic,,$10.49,,,,,,,INTERMATIC,,,,,,,,,,,,078275145290,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,Surface,,,,,https://kscdirect.com/item/INT%2BWP5100C/INTERMATIC_In%2BUse%2BWeatherproof%2BCover%252C%2BSingle%2BGang%252C%2BVrt%252FHrz%2Bconf%252C%2B2.75%2527%2BClear,57,,,,,,Electrical,,,,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,"In Use Weatherproof Cover, Single Gang, Vrt/Hrz conf, 2.75' Clear",,,,,,,"In Use Weatherproof Cover, Single Gang, Vrt/Hrz conf, 2.75' Clear",,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4908300,,,,,,,,,,,INT WP5100C,,,,,,2-3/4 in,"Description
Intermatic® Weatherproof While-In-Use Cover, Heavy Duty Non-Metallic, 1 Outlets, 1 Gangs, 6-1/2 in Length, 4-3/4 in Width, 2-3/4 in Depth, Rectangular Shape, Receptacle Cover, -51 deg C, Neoprene Gasket Insulation, Horizontal/Vertical Mounting, Surface Mounting, Polycarbonate, Clear
Features:
Complies with 2020 NEC Article 406.9 (B)(1) for wet locations and extra-duty applications
Meets requirements for cold impact testing -60 deg F (-51 deg C)
Heavy-duty UV stabilized polycarbonate cover, mounting base and inserts
1/8 in (3 mm) thick, neoprene gasket with slits for mounting screws
Lockable hasp, All models accept up to 1/4 in (6 mm) dia shank
Impact rated 12 lbf. impact test to ensure cover remains intact
Reinforced hinge pin designed to exceed 40 lbf. hinge hang/stress test
Applications:
Industrial, Commercial, Manufacturing, Residential, Agricultural, Signage, Athletic Fields, Wet Location and Heavy Duty Applications
Standards/Approval:
2014 NEC Article 406.9(B)(1) Compliant
UL Certified for Type 3R
UL Listed
CSA Certified
CEC Rule 26-702
Warranty:
1 year",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=INT%20WP5100C&mdx=300,Neoprene Gasket,,,WP5100C,,,,,,,4-3/4 in,Rectangular,,,,,,,,,,,,,Polycarbonate,,-51 deg C,,,,,,,,
,,,,,,,,,,,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94 in Dia x 0.59 in L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-Insulated,,$0.89,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,687855949007,,,,,,,,,,,,,,,1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/EGS%2BCNN-100/Appleton-Emerson%2BIndustrial%2BAutomation_NEER%2BCNN-100%2BCHASE%2BNIPPLE-%2B1%252F2%2522,199,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rigid Conduit,"NEER CNN-100 CHASE NIPPLE- 1/2""",,,,,,,"NEER CNN-100 CHASE NIPPLE- 1/2""",,,,,,,,,,,,,,,,,,,,,,,EGS CNN-100,,,,,,,"Description
O-Z/Gedney NEER™ Conduit Nipple, Non-Insulated, 1/2 in, For Use With: Rigid Conduit, Die Cast Zinc, 0.94 in Dia x 0.59 in L
Features:
NPS threads
Use through knockout to connect box to conduit coupling
Use with a locknut to connect two boxes side by side or back to back
Use with a locknut to connect fixture housings to continuous runs
Threaded male/hex head installation
Standards/Approval:
UL 514B E-32539 Listed
CSA C22.2 No.18
014489
NEMA FB-1",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=EGS%20CNN-100&mdx=300,,,,CNN100,,,,,,,,,,,,,,,,,,,,,Die Cast Zinc,,,,,,,,,,
,,,,,,,,,,,,,,,,,ENCORE WIRE,,,,,,,,,,,,,,,,,Reel,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,1,,,,,,,,,,,,,,,,1000 ft,Type THWN-2,,$0.67,0.213 in,,600 VAC,,,,ENCORE WIRE,,,,,,,,,,,8 AWG,739373763068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,https://kscdirect.com/item/THHN%2BCOP%2B8%2BSTR%2BBLK/ENCORE%2BWIRE_COPPER%2BTHHN%2B8%2BSTRANDED%2B-%2BBLK%2B%2B%2B118101001450%2B%2B%2B1000%2527%2BSPOOL,7730,,,,,,Electrical,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,COPPER THHN 8 STRANDED - BLK   118101001450   1000' SPOOL,,,,,,Stranded Copper,COPPER THHN 8 STRANDED - BLK   118101001450   1000' SPOOL,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5782009,,,,,,,,,,,THHN COP 8 STR BLK,,,,,,,"Description
Encore Wire Building Wire, Type THWN-2, Reel Packaging, 600 VAC, 55 A, 1 Conductor, Stranded Copper Conductor, 8 AWG Conductor, 0.213 in OD, 1000 ft Length, 19 Strands, PVC Insulation, Nylon Jacket, Black Jacket, 90 deg C
Features:
Color code polyvinyl chloride (PVC), heat and moisture resistant, flame retardant compound
Stranded, uncoated bare copper per ASTM-B3, ASTM-B8 and ASTM-B787
A tough, polyamide, nylon outer covering per UL-83 and UL-1063
Applications:
Commercial Applications
Standards/Approval:
Buy American Act Compliant
RoHS Compliant
UL-83/UL-758/UL-1063/UL-1581/UL-2556/UL E-156879
ASTM B800/ASTM B801/ASTM B836
Federal Specification AA-59544
CSA C22.2 No. 75
NEMA WC70/ICEA S-95-658
ANSI NFPA 79 AWM
New York State DOS-16120-87-1222-1048
IEEE 1202/FT4
ICEA T-29-520
ARRA 2009 Section 1605
MasterSpec Division 26 Sections 260519, 260523",,,,,,,,,,,,,,,,,,,,,,,,,,,,118101001450,,,,,55 A,,,,Black,,,,,,,,,,,,,,90 deg C,,,,,,,,
,,,,Rubber,,,,,,,,,,,,,NSI INDUSTRIES INC,,,,,,,,,,,,,,,,,,20 deg F,,,,,,,,,,,,,,,,,,,,,,,,,,15 in-lb,,,,,,,16 in-oz,,,,,,,,716,,,,60 ft,General Purpose,,$1.16,,,600 V,,,,NSI INDUSTRIES INC,,,,,,,,,,,,662381367365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176 deg F,,,,,,,,,https://kscdirect.com/item/NSI%2BWW-716/NSI%2BINDUSTRIES%2BINC_Warrior%2BWrap%2B7mil%2BGeneral%2BVinyl%2BElectrical%2BTape,118,,,,,,Electrical,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,Warrior Wrap 7mil General Vinyl Electrical Tape,,,,,,,Warrior Wrap 7mil General Vinyl Electrical Tape,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5302360,,,,,PVC,,,,,,NSI WW-716,,,,7 mil,,,"Description
NSI Electrical Tape, General Purpose, Series: 716, 60 ft Length, 3/4 in Width, 7 mil Thickness, Black, Rubber Adhesive, PVC Backing, 16 in-oz Adhesion Strength, 600 V, 1200 V/mil Dielectric Strength, 15 in-lb Tensile Strength, 176 deg F Maximum Operating, 20 deg F Minimum Operating
Features:
Good adhesion and elasticity
All weather performance
Great tensile strength
Resistant to UV, abrasion and corrosion
Flame-retardant
Nine industry colors for all applications
Applications:
For primary insulation for wire and cable splices up to 600 V, wire harnessing, jacketing on high voltage splices
Standards/Approval:
UL 510
CSA C22.2
PROP65: Cancer and Reproductive Harm - www.P65warnings.ca.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,WW-716,,,,,,,3/4 in,,,,,,,,,,,,1200 V/mil,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3M ELECTRICAL PRODUCTS DIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure Grip,,$19.91,,,600/1000 VAC,,,,3M ELECTRICAL PRODUCTS DIV,,,,,,,,,,,,00076308926113,,,,,,,,,Solid Copper,,,,,,,,,,,,,,,,18 to 10 AWG,,,,,,,,,,,,,,,https://kscdirect.com/item/3M%2BSG-Y/3M%2BELECTRICAL%2BPRODUCTS%2BDIV_SGY%2BPOUCH%2B-%2BWIRE%2BCONNECTOR%2BYELLOW%2B%2528100%252FBG%2529,31,,,,,,Electrical,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,SGY POUCH - WIRE CONNECTOR YELLOW (100/BG),,,,,,,SGY POUCH - WIRE CONNECTOR YELLOW (100/BG),,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=6997192,,,,,,,,,,,3M SG-Y,,,,,,,"Description
3M™, 7100180518, Connector, Secure Grip, Winged Shell Style, Solid Copper Wire, 18 to 10 AWG Wire, 600/1000 VAC, 221 deg F, Polypropylene/Spring Steel, Yellow
Features:
Robust spring design for high performance holding power
Accommodates a wire range of 1, 5 to 2, 5 sq-mm solid or stranded
Applications:
Residential and Commercial Wiring Jobs Applications
Standards/Approval:
REACH Compliant
UL 486C File No. E23438",,,,,,,,,,,,,,,,,,,,Winged,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=3M%20SG-Y&mdx=300,,,,7100180518,,,,,,,,,,,,,,,,,,,,,Polypropylene/Spring Steel,,221 deg F,,,,,,,,
